thread	id	link	text	parent_id	has_media	review_relevance	review_aspect	review_kind	review_summary	review_quote	review_context_ids	review_note	model_relevance	model_aspect	model_kind	model_summary	model_context_ids	relevance_agrees	summary_review	model_review_note
21055	342479	https://t.me/rawa_imagination/21055?comment=342479	Ну те же l2, или какой-нибудь dot	342478	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342482	https://t.me/rawa_imagination/21055?comment=342482	сомнительные технологии после того как эфир делает то же самое, что они	342479	False	relevant	technology	opinion	Сомневается в обсуждаемых технологиях, поскольку считает, что ETH делает то же самое.	сомнительные технологии после того как эфир делает то же самое, что они	['342479']		relevant	technology	opinion	Считает, что L2 и Dot — сомнительные технологии, так как эфир делает то же самое.	['342479']	True	faithful	
21055	342483	https://t.me/rawa_imagination/21055?comment=342483	Ну лично мой план просто держать руку на пульсе. Следить будет ли откат в названные даты и в целом движение до декабря. Как раз 3 месяца. Но данные меняются каждую неделю поэтому....я вообще не люблю тайминги. По индикаторам смотреть надежнее.	342477	False	unrelated		opinion			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342484	https://t.me/rawa_imagination/21055?comment=342484	ладно, эфир по 10кило меня бы тоже устроил	342482	False	relevant	market	opinion	Говорит, что цена ETH в 10 тысяч его бы устроила.	ладно, эфир по 10кило меня бы тоже устроил	[]		relevant	market	opinion	Говорит, что его бы устроил эфир по 10 тысяч.	['342482']	True	faithful	
21055	342485	https://t.me/rawa_imagination/21055?comment=342485	а вот это возможно, но может быть не на этом этапе, а года через 2, после битка по 300к+	342484	False	relevant	market	opinion	Допускает названную родителем цель ETH, но, возможно, через два года после BTC по 300к+.	а вот это возможно, но может быть не на этом этапе, а года через 2, после битка по 300к+	['342484']		relevant	market	opinion	Считает, что эфир по 10 тысяч возможно, но не на этом этапе, а через 2 года после битка по 300к+.	['342484']	True	partial	«через 2 года после битка» допускает неверную временную привязку. Исправить: «Допускает ETH по 10 тысяч примерно через два года; по его сценарию сначала BTC должен быть по 300k+».
21055	342486	https://t.me/rawa_imagination/21055?comment=342486	да блин, а говорили достаточно, чтобы биток не падал )	342485	False	unclear		other			[]	Погранично: у родителя прогноз ETH, но реплика о достаточности условия для BTC/альтсезона. Для строгой ETH-сводки не включать уверенно.	unrelated		opinion		[]	False	not_applicable	
21055	342487	https://t.me/rawa_imagination/21055?comment=342487	как же долго ждать((	342485	False	relevant	market	opinion	Выражает недовольство длительностью ожидания обсуждаемого роста ETH.	как же долго ждать((	['342485', '342484']		unrelated		opinion		[]	False	not_applicable	
21055	342488	https://t.me/rawa_imagination/21055?comment=342488	ну так первичный альтсезон это не финальная вспышка цикла, тут все скромнее обычно.	342486	False	unrelated		opinion			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342489	https://t.me/rawa_imagination/21055?comment=342489	и где вы видите эфир в рамках этого этапа?	342488	False	relevant	market	question	Спрашивает об ожидаемой цене ETH на обсуждаемом этапе.	и где вы видите эфир в рамках этого этапа?	['342488']		relevant	market	question	Спрашивает, где видят эфир в рамках этого этапа.	['342488']	True	faithful	
21055	342490	https://t.me/rawa_imagination/21055?comment=342490	до 4к дотянется - будет уже хорошо,	342489	False	relevant	market	opinion	Считает достижение ETH уровня 4к уже хорошим результатом.	до 4к дотянется - будет уже хорошо,	['342489']		relevant	market	opinion	Отвечает, что эфир дотянется до 4 тысяч — будет уже хорошо.	['342489']	True	partial	Потеряна условность оценки. Лучше: «Считает, что достижение ETH уровня 4 тысяч на этом этапе уже было бы хорошим результатом».
21055	342491	https://t.me/rawa_imagination/21055?comment=342491	Так а биткоин по 300 к на каком этапе ? 👀	342490	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		question		[]	True	not_applicable	
21055	342492	https://t.me/rawa_imagination/21055?comment=342492	на том этапе, где он остался только у сейлора	342491	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342497	https://t.me/rawa_imagination/21055?comment=342497	«Жду CPI, там будет понятно, куда движется рынок, поэтому пока без позиций. Окей, сейчас после CPI уже что-то понятно? Понятно, теперь нужно дождаться заседания ФРС на следующей неделе, тогда будет более понятно, куда движется рынок. Пока без позиций».	342467	False	unrelated		opinion			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
21055	342498	https://t.me/rawa_imagination/21055?comment=342498	Как будто бы вкатывает и пойдет голову барта симпсона рисовать на 4ч		False	relevant	market	opinion	Предполагает появление на четырёхчасовом графике ETH фигуры «голова Барта».	Как будто бы вкатывает и пойдет голову барта симпсона рисовать на 4ч	['post']		unrelated		opinion		[]	False	not_applicable	
21055	342507	https://t.me/rawa_imagination/21055?comment=342507	Жду не дождусь, когда ETH перевалит за отметку в $5 тысяч, чтобы я мог рекомендовать его к покупке своим друзьям и знакомым.		False	relevant	market	opinion	Иронизирует о рекомендации покупать ETH знакомым лишь после роста выше $5 тысяч.	Жду не дождусь, когда ETH перевалит за отметку в $5 тысяч, чтобы я мог рекомендовать его к покупке своим друзьям и знакомым.	[]		relevant	market	opinion	Иронично говорит, что ждет, когда ETH перевалит за 5 тысяч, чтобы рекомендовать его к покупке.	['post']	True	faithful	
21055	342508	https://t.me/rawa_imagination/21055?comment=342508	О, Даня смешно пошутил	342507	False	unrelated		other			[]	Метакомментарий о шутке автора; не выражает позиции об ETH.	unrelated		opinion		[]	True	not_applicable	
21055	342510	https://t.me/rawa_imagination/21055?comment=342510	Через 5 мин русский полуфинал по теннису в омерике	342508	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
21055	342511	https://t.me/rawa_imagination/21055?comment=342511	Женский?	342510	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		question		[]	True	not_applicable	
21055	342512	https://t.me/rawa_imagination/21055?comment=342512	Женский не интересно смотреть	342511	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342514	https://t.me/rawa_imagination/21055?comment=342514	Ну тёлочки хоть стонут классно, и трусы видно, а мужской - какой смысл?	342512	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342516	https://t.me/rawa_imagination/21055?comment=342516	Так посмотри порнуху сначала	342514	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342518	https://t.me/rawa_imagination/21055?comment=342518	Мне Кристина не разрешает	342516	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
21055	342520	https://t.me/rawa_imagination/21055?comment=342520	Ваще пох	342510	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342521	https://t.me/rawa_imagination/21055?comment=342521	"Ну согласись в теннисе таких красивых девочек как Кристина нет
Тогда какой смысл теннис смотреть если чисто на девочек?"	342518	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		question		[]	True	not_applicable	
21055	342522	https://t.me/rawa_imagination/21055?comment=342522	Ну там все точно с крепкой попой, а Кристину я не видел в живую	342521	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342526	https://t.me/rawa_imagination/21055?comment=342526	2500 должен быть удержан на дневке?		False	relevant	market	question	Спрашивает, нужно ли удержать указанный в посте уровень 2500 на дневном закрытии.	2500 должен быть удержан на дневке?	['post']		relevant	market	question	Спрашивает, должен ли уровень 2500 быть удержан на дневке.	['post']	True	faithful	
21055	342528	https://t.me/rawa_imagination/21055?comment=342528	Деньги не главное в жизни	342526	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342529	https://t.me/rawa_imagination/21055?comment=342529	Всего лишь цветная бумага	342528	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342531	https://t.me/rawa_imagination/21055?comment=342531	Щас даже не бумага, просто цифры в чужом компьютере	342529	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
21055	342537	https://t.me/rawa_imagination/21055?comment=342537	да	342526	False	relevant	market	other	Утвердительно отвечает на вопрос об удержании уровня на дневном закрытии.	да	['342526', 'post']	У «да» есть однозначный вопрос-родитель; пересказ допустим, но повторять отдельным аргументом не нужно.	relevant	market	experience	Отвечает утвердительно: да.	['342526']	True	faithful_context_needed	«Да» отвечает на 342526. Допустимо: «Подтверждает, что 2500 нужно удержать на дневке». kind=other, не личный опыт.
21055	342557	https://t.me/rawa_imagination/21055?comment=342557	"судя по всему хер это, а не пробой вверх.
забор ликвидности это.
но возможно здесь вайкоффа нарисуют.
если это оно, то первым был забор ликвиды вверх,
значит формация ростовая, а не распределение"		False	relevant	market	opinion	Считает движение сбором ликвидности вместо пробоя; допускает ростовую формацию по Вайкоффу.	но возможно здесь вайкоффа нарисуют.	['post']		relevant	market	opinion	Считает, что это не пробой вверх, а забор ликвидности, но возможно нарисуют вайкоффа, и если так, то формация ростовая.	['post']	True	faithful	
21055	342558	https://t.me/rawa_imagination/21055?comment=342558	предположительно мы здесь	342557	True	unclear		other			[]	Дейктическое «здесь» опирается на недоступное изображение.	unclear		other		[]	True	not_applicable	
5296	379741	https://t.me/don_invest/5296?comment=379741	я походу мимо с своей тоже		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379744	https://t.me/don_invest/5296?comment=379744	Я со своей 1660 super...		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379745	https://t.me/don_invest/5296?comment=379745	а реально нагрузка идет какая то? я включил, вроде ниче)		False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379746	https://t.me/don_invest/5296?comment=379746	чертолет) щас на пропеллерах нахуй из дома улетит	379744	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
5296	379747	https://t.me/don_invest/5296?comment=379747	"да, у меня грузит нормально так компьютер
но и 8 часов показывает до минта"	379745	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379748	https://t.me/don_invest/5296?comment=379748	rx 7800xt 100% 67 градусов	379745	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379750	https://t.me/don_invest/5296?comment=379750	Без мата пожалуйста)	379746	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
5296	379752	https://t.me/don_invest/5296?comment=379752		379748	True	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unclear		other		[]	True	not_applicable	
5296	379753	https://t.me/don_invest/5296?comment=379753	Там тип фермой все забирает	379741	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379754	https://t.me/don_invest/5296?comment=379754	мне лучше выключить, да?	379748	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		question		[]	True	not_applicable	
5296	379755	https://t.me/don_invest/5296?comment=379755	сейчас попробую купить сервер быстро		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379758	https://t.me/don_invest/5296?comment=379758	О, интересно, расскажешь, если стоит того	379755	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
5296	379759	https://t.me/don_invest/5296?comment=379759	"я сам только 10 мин как включил
но 88 градусов многовато если там 10+ часов висит минт
у меня 14 пишет"	379754	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379760	https://t.me/don_invest/5296?comment=379760	как будто стоит выключить в таком случае		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379761	https://t.me/don_invest/5296?comment=379761	поздновато мы конечно		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379762	https://t.me/don_invest/5296?comment=379762	хорошо ему, ферма дорогая должна быть	379753	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379763	https://t.me/don_invest/5296?comment=379763	Не очень. Думаю на ферме из 8 видях, которые майнят что-то забирать этих котов на раз два. Но скорей всего он знал запуск, взял в аренду карты и вперед.	379762	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379764	https://t.me/don_invest/5296?comment=379764	идея кстати интересная		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379766	https://t.me/don_invest/5296?comment=379766			True	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unclear		other		[]	True	not_applicable	
5296	379767	https://t.me/don_invest/5296?comment=379767	типа таких майнят		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379768	https://t.me/don_invest/5296?comment=379768	оно жрет только визуал даже память не жрет		True	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379769	https://t.me/don_invest/5296?comment=379769	с таким шансом пусть идут нахуй)		True	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379770	https://t.me/don_invest/5296?comment=379770	что за карта?	379769	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		question		[]	True	not_applicable	
5296	379774	https://t.me/don_invest/5296?comment=379774	Без мата пожалуйста	379769	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
5296	379775	https://t.me/don_invest/5296?comment=379775	надо на будущее себе подготовить тоже такие сервера, чтоб в пару кликов поднимать.. нужно найти недорогие варианты	379767	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379776	https://t.me/don_invest/5296?comment=379776	а как в крипте без мата лол) ты бы еще такое на заводе производстве заявил ) со смеху все бы упали	379774	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379777	https://t.me/don_invest/5296?comment=379777	Ну мы не на заводе вроде	379776	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
5296	379778	https://t.me/don_invest/5296?comment=379778		379777	True	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unclear		other		[]	True	not_applicable	
5296	379779	https://t.me/don_invest/5296?comment=379779	крипта=завод, это мне кажется тебе любой мем об крипте докажет	379777	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379782	https://t.me/don_invest/5296?comment=379782	5090 не дешево будет, главное почасовку брать а не фиксу за месяц, тогда нормально и выгодно может получиться	379775	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379792	https://t.me/don_invest/5296?comment=379792	пробуй, смотри нагрузку	379791	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
5296	379794	https://t.me/don_invest/5296?comment=379794	типа если 80-90 градусов висит, то себе дороже	379791	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379796	https://t.me/don_invest/5296?comment=379796	0.148 eth	379793	False	relevant	usage	other	Называет сумму 0.148 ETH; назначение суммы без отсутствующего родителя не установлено.	0.148 eth	[]	Явное ETH делает запись релевантной, но отсутствующий родитель не позволяет назвать сумму ценой минта/флором.	relevant	market	experience	Сообщает, что цена минта составляет 0.148 eth.	[]	True	unsupported	Добавлено назначение суммы: родитель 379793 отсутствует. Исправить: «Указана сумма 0.148 ETH». usage вероятен по NFT-посту, но назначение суммы неизвестно.
5296	379797	https://t.me/don_invest/5296?comment=379797	https://opensea.io/collection/hash-cats	379793	True	unrelated		other			[]	Ссылка на коллекцию NFT сама не упоминает ETH; родитель отсутствует.	unrelated		other		[]	True	not_applicable	
5296	379798	https://t.me/don_invest/5296?comment=379798	ну если 10+ часов на минт будет держать то пасту бы точно поменять	379795	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379800	https://t.me/don_invest/5296?comment=379800	Нужен контакт сервисного инженера из какого-нибудь дата центра, договориться несколько серваков запустить на это дело тихонько ночью :)		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379802	https://t.me/don_invest/5296?comment=379802	ну так и надо было в идеале	379801	False	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unrelated		opinion		[]	False	not_applicable	
5296	379804	https://t.me/don_invest/5296?comment=379804	конкуренция всё больше	379803	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379807	https://t.me/don_invest/5296?comment=379807	ну да, рандом	379805	False	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unrelated		opinion		[]	False	not_applicable	
5296	379817	https://t.me/don_invest/5296?comment=379817	?	379740	False	unclear		question			[]	Недостаточно содержания/доступного контекста для определения предмета.	unrelated		other		[]	False	not_applicable	
5296	379820	https://t.me/don_invest/5296?comment=379820	копейки	379819	False	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unrelated		experience		[]	False	not_applicable	
5296	379823	https://t.me/don_invest/5296?comment=379823	зайди и все поймешь	379822	False	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unrelated		other		[]	False	not_applicable	
5296	379824	https://t.me/don_invest/5296?comment=379824	да	379822	False	unclear		other			[]	Недостаточно содержания/доступного контекста для определения предмета.	unrelated		other		[]	False	not_applicable	
5296	379846	https://t.me/don_invest/5296?comment=379846	❗❗❗Scam ,машенники	379743	False	unclear		other			[]	Обвинение в scam адресовано отсутствующему родителю: объект не установлен.	unrelated		opinion		[]	False	not_applicable	
5296	379847	https://t.me/don_invest/5296?comment=379847	как решить вопрос?		True	unclear		question			[]	Вопрос об ошибке на недоступном изображении.	unrelated		question		[]	False	not_applicable	
5296	379848	https://t.me/don_invest/5296?comment=379848	Другой браузер	379847	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379849	https://t.me/don_invest/5296?comment=379849	Спасибо. Удалил. Дон вот как раз по тому что мы говорили днем. Тип поменял своё сообщение на скам. Также он мог поменять на порно.	379846	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379851	https://t.me/don_invest/5296?comment=379851	Ну тут наверно гейт нужен, чтобы ловил такое, а то ночью или под утро никто не увидит	379849	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379852	https://t.me/don_invest/5296?comment=379852	Ага.	379851	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
5296	379878	https://t.me/don_invest/5296?comment=379878	Я спомнил что когда то писал что мое сообщение било удалено из етого чата и писал 18+ как помню и ешо один человек писал что и его сообшение удалено кака помню по той же причине,хотьел спросить почему так получилос и забил но думал что что то связано с скамерами,если найду ето сообшение то отправлю	379849	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379879	https://t.me/don_invest/5296?comment=379879	"Всем салам 👋🏻 
У кого-нибудь получилось сминтить? 
Я так понимаю сложность растет в такой прогрессии что rtx 5070 в лучшем случае за месяц сминтит в данный момент."		False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		question		[]	True	not_applicable	
5296	379880	https://t.me/don_invest/5296?comment=379880	привет, вон выше инфа.. по 5-30 видях уже ставят, и там рандом же, может выпасть и за 1 час как я понял но нужны мощности, конкуреция	379879	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
